ref,predict,id,code
0,0.0,HumanEval_161_solve,"
    std::string result = """";
    for(char& c : s) {
        if(isalpha(c)) {
            if(islower(c)) {
                result += toupper(c);
            } else {
                result += tolower(c);
            }
        } else {
            result = s + result;
            break;
        }
    }
    if(result == """") {
        std::reverse(s.begin(), s.end());
        return s;
    }
    return result;"
1,0.0,HumanEval_161_solve,"
std::string solve(std::string s) {
    bool hasLetter = false;
    for (char & c : s) {
        if (std::isalpha(c)) {
            hasLetter = true;
            if (std::islower(c)) {
                c = std::toupper(c);
            } else {
                c = std::tolower(c);
            }
        }
    }
    if (!hasLetter) {
        std::reverse(s.begin(), s.end());
    }
    return s;"
1,1.0,HumanEval_161_solve,"
std::string solve(std::string s) {
    bool hasLetter = false;
    for (char& c : s) {
        if (isalpha(c)) {
            hasLetter = true;
            if (islower(c)) {
                c = toupper(c);
            } else {
                c = tolower(c);
            }
        }
    }
    if (!hasLetter) {
        reverse(s.begin(), s.end());
    }
    return s;
"
0,0.0,HumanEval_161_solve,"
    std::string result;
    for (char c : s) {
        if (isalpha(c)) {
            if (islower(c)) {
                result += toupper(c);
            } else {
                result += tolower(c);
            }
        } else {
            result = s + result;
            break;
        }
    }
    return result;"
0,0.0,HumanEval_161_solve,"
    if (s.find_first_of(""abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ"") == std::string::npos) {
        std::reverse(s.begin(), s.end());
        return s;
    }

    for (int i = 0; i < s.length(); i++) {
        if (islower(s[i])) {
            s[i] = toupper(s[i]);
        } else if (isupper(s[i])) {
            s[i] = tolower(s[i]);
        }
    }

    return s;
"
1,1.0,HumanEval_161_solve,"
std::string solve(std::string s) {
    bool isLetter = false;
    for(int i=0; i<s.length(); i++) {
        if(isalpha(s[i])) {
            isLetter = true;
            if(islower(s[i]))
                s[i] = toupper(s[i]);
            else
                s[i] = tolower(s[i]);
        }
    }
    if(!isLetter)
        std::reverse(s.begin(), s.end());
    return s;"
0,1.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0)
        result[1] = 3;
    if (n > 1)
        result[2] = 2;
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0)
            result[i] = 1 + i / 2;
        else
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
    }
    return result;
"
0,0.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0) {
        result[1] = 3;
    }
    if (n > 1) {
        result[2] = 2;
    }
    for (long i = 3; i <= n; ++i) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i + 1];
        }
    }
    return result;"
0,0.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0) {
        result[1] = 3;
    }
    if (n > 1) {
        result[2] = 2;
    }
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;"
0,1.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0) {
        result[1] = 3;
    }
    if (n > 1) {
        result[2] = 2;
    }
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;"
0,0.0,HumanEval_130_tri,"
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0) {
        result[1] = 3;
    }
    if (n > 1) {
        result[2] = 2;
        for (long i = 3; i <= n; i++) {
            if (i % 2 == 0) {
                result[i] = 1 + i / 2;
            } else {
                result[i] = result[i - 1] + result[i - 2] + result[i + 1];
            }
        }
    }
    return result;"
0,0.0,HumanEval_130_tri,"
    std::vector<long> result(n + 1);
    result[0] = 0;
    if(n > 0){
        result[1] = 1;
    }
    if(n > 1){
        result[2] = 1;
    }
    for(long i = 3; i <= n; i++){
        if(i % 2 == 0){
            result[i] = 1 + i / 2;
        }
        else{
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;"
0,0.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    if(n >= 0)
        result[0] = 3;
    if(n >= 1)
        result[1] = 3;
    if(n >= 2)
        result[2] = 2;
    for(long i = 3; i <= n; i++) {
        if(i % 2 == 0)
            result[i] = 1 + i / 2;
        else
            result[i] = result[i - 1] + result[i - 2] + result[i + 1];
    }
    return result;
"
0,1.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    if (n >= 0) result[0] = 3;
    if (n >= 1) result[1] = 3;
    if (n >= 2) result[2] = 2;
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;
"
0,1.0,HumanEval_130_tri,"
std::vector<long> tri(long n) {
    std::vector<long> result(n + 1);
    if (n >= 0) {
        result[0] = 3;
    }
    if (n >= 1) {
        result[1] = 3;
    }
    if (n >= 2) {
        result[2] = 2;
    }
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;"
0,0.0,HumanEval_130_tri,"
    std::vector<long> result(n + 1);
    result[0] = 3;
    if (n > 0) {
        result[1] = 3;
    }
    if (n > 1) {
        result[2] = 2;
    }
    for (long i = 3; i <= n; i++) {
        if (i % 2 == 0) {
            result[i] = 1 + i / 2;
        } else {
            result[i] = result[i - 1] + result[i - 2] + result[i - 3];
        }
    }
    return result;
"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            stringstream ss;
            ss << i;
            string str = ss.str();
            count += count(str.begin(), str.end(), '7');
        }
    }
    return count;"
0,0.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            string s = to_string(i);
            count += count(s.begin(), s.end(), '7');
        }
    }
    return count;
"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            string s = to_string(i);
            count += count(s.begin(), s.end(), '7');
        }
    }
    return count;"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for(long i = 11; i < n; i++) {
        if(i % 11 == 0 || i % 13 == 0) {
            string s = to_string(i);
            count += count_if(s.begin(), s.end(), [](char c){ return c == '7'; });
        }
    }
    return count;"
0,0.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            string num_str = to_string(i);
            count += count(num_str.begin(), num_str.end(), '7');
        }
    }
    return count;
"
1,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            std::string s = std::to_string(i);
            count += std::count(s.begin(), s.end(), '7');
        }
    }
    return count;"
0,0.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            stringstream ss;
            ss << i;
            string str = ss.str();
            count += count(str.begin(), str.end(), '7');
        }
    }
    return count;"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            string str = to_string(i);
            count += count(str.begin(), str.end(), '7');
        }
    }
    return count;"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            count += std::to_string(i).find('7') != std::string::npos;
        }
    }
    return count;"
0,1.0,HumanEval_36_fizz_buzz,"
long fizz_buzz(long n) {
    long count = 0;
    for (long i = 11; i < n; i++) {
        if (i % 11 == 0 || i % 13 == 0) {
            count += count_if(to_string(i).begin(), to_string(i).end(), [](char c){ return c == '7'; });
        }
    }
    return count;"
1,1.0,HumanEval_29_filter_by_prefix,"
std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;

    for (const auto& str : strings) {
        if (str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }

    return result;"
1,1.0,HumanEval_29_filter_by_prefix,"

std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.rfind(prefix, 0) == 0) {
            result.push_back(str);
        }
    }
    return result;
"
1,1.0,HumanEval_29_filter_by_prefix,"

std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;
"
1,1.0,HumanEval_29_filter_by_prefix,"

std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> filtered_strings;
    for (std::string s : strings) {
        if (s.substr(0, prefix.size()) == prefix) {
            filtered_strings.push_back(s);
        }
    }
    return filtered_strings;"
1,1.0,HumanEval_29_filter_by_prefix,"

std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for(const auto& str : strings) {
        if(str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;"
1,1.0,HumanEval_29_filter_by_prefix,"
std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;
"
1,1.0,HumanEval_29_filter_by_prefix,"
std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;
"
1,1.0,HumanEval_29_filter_by_prefix,"

std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.find(prefix) == 0) {
            result.push_back(str);
        }
    }
    return result;
"
1,1.0,HumanEval_29_filter_by_prefix,"
std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for(const auto& str : strings) {
        if(str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;
"
1,0.0,HumanEval_29_filter_by_prefix,"
std::vector<std::string> filter_by_prefix(std::vector<std::string> strings, std::string prefix) {
    std::vector<std::string> result;
    for (const auto& str : strings) {
        if (str.substr(0, prefix.size()) == prefix) {
            result.push_back(str);
        }
    }
    return result;"
0,1.0,HumanEval_84_solve,"

std::string solve(long N) {
    assert(0 <= N && N <= 10000);
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;
"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    // Convert the number to binary
    std::string binary = std::bitset<32>(N).to_string();

    // Remove leading zeros
    const auto pos = binary.find('1');
    if (pos != std::string::npos) {
        binary = binary.substr(pos);
    }

    // Return the binary string
    return binary;"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;
"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;
"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;
"
0,0.0,HumanEval_84_solve,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

string solve(long N) {
    // Convert the number to binary and then to string
    string binary = bitset<32>(N).to_string();

    // Remove leading zeros
    const auto pos = binary.find('1');
    if (pos != string::npos)
        binary = binary.substr(pos);
    else
        binary = ""0"";

    return binary;"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;
"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    // Convert the number to binary
    std::string binary = std::bitset<32>(N).to_string();
    
    // Remove leading zeros
    const auto pos = binary.find('1');
    if (pos != std::string::npos) {
        binary = binary.substr(pos);
    }

    return binary;"
0,0.0,HumanEval_84_solve,"

std::string solve(long N) {
    std::string binary = """";
    while (N > 0) {
        binary = std::to_string(N % 2) + binary;
        N /= 2;
    }
    return binary;"
0,0.0,HumanEval_129_minPath,"

std::vector<long> minPath(std::vector<std::vector<long>> grid, long k) {
    long N = grid.size();
    std::vector<long> result(k);
    std::vector<std::vector<long>> directions = {{-1, 0}, {0, 1}, {1, 0}, {0, -1}};
    std::vector<std::vector<long>> dp(N, std::vector<long>(N, LONG_MAX));
    std::priority_queue<std::vector<long>, std::vector<std::vector<long>>, std::greater<std::vector<long>>> pq;

    pq.push({grid[0][0], 0, 0});
    dp[0][0] = grid[0][0];

    while(!pq.empty()){
        auto cur = pq.top(); pq.pop();
        long dist = cur[0], x = cur[1], y = cur[2];

        if(dist > dp[x][y]) continue;

        if(x * y * 2 == k - 1){
            result[k - 1] = dist;
            return result;
        }

        for(auto& dir : directions){
            long nx = x + dir[0], ny = y + dir[1];
            if(nx < 0 || nx >= N || ny < 0 || ny >= N) continue;
            if(dist + grid[nx][ny] < dp[nx][ny]){
                dp[nx][ny] = dist + grid[nx][ny];
                pq.push({dp[nx][ny], nx, ny});
            }
        }
    }

    return result;"
0,0.0,HumanEval_129_minPath,"
    std::vector<std::vector<int>> directions = {{0, 1}, {1, 0}, {0, -1}, {-1, 0}};
    int n = grid.size();
    std::priority_queue<std::tuple<long, int, int, std::vector<long>>, 
                        std::vector<std::tuple<long, int, int, std::vector<long>>>, 
                        std::greater<std::tuple<long, int, int, std::vector<long>>>> pq;
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            pq.push({grid[i][j], i, j, {grid[i][j]}});
        }
    }
    while (!pq.empty()) {
        long len; int x, y; std::vector<long> path;
        std::tie(len, x, y, path) = pq.top(); pq.pop();
        if (path.size() == k) {
            return path;
        }
        for (auto &dir : directions) {
            int nx = x + dir[0], ny = y + dir[1];
            if (nx >= 0 && nx < n && ny >= 0 && ny < n) {
                std::vector<long> np = path;
                np.push_back(grid[nx][ny]);
                pq.push({len + grid[nx][ny], nx, ny, np});
            }
        }
    }
    return {};"
0,0.0,HumanEval_129_minPath,"

std::vector<long> minPath(std::vector<std::vector<long>> grid, long k) {
    int n = grid.size();
    std::vector<std::vector<long>> dp(n, std::vector<long>(n, std::numeric_limits<long>::max()));
    std::vector<std::vector<int>> moves = {{0, 1}, {0, -1}, {1, 0}, {-1, 0}};
    std::priority_queue<std::tuple<long, int, int>, std::vector<std::tuple<long, int, int>>, std::greater<>> pq;

    dp[0][0] = grid[0][0];
    pq.push({dp[0][0], 0, 0});

    while(!pq.empty()) {
        auto [cost, x, y] = pq.top();
        pq.pop();

        if(cost > dp[x][y]) continue;

        for(auto &move : moves) {
            int nx = x + move[0], ny = y + move[1];

            if(nx < 0 || ny < 0 || nx >= n || ny >= n) continue;

            if(dp[nx][ny] > cost + grid[nx][ny]) {
                dp[nx][ny] = cost + grid[nx][ny];
                pq.push({dp[nx][ny], nx, ny});
            }
        }
    }

    std::vector<long> result;
    int i = n - 1, j = n - 1;
    result.push_back(grid[i][j]);
    k--;

    while(k--) {
        for(auto &move : moves) {
            int ni = i + move[0], nj = j + move[1];
            if(ni < 0 || nj < 0 || ni >= n || nj >= n) continue;
            if(dp[ni][nj] + grid[i][j] == dp[i][j]) {
                i = ni;
                j = nj;
                result.push_back(grid[i][j]);
                break;
            }
        }
    }

    std::reverse(result.begin(), result.end());
    return result;"
0,0.0,HumanEval_129_minPath,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

vector<long> minPath(vector<vector<long>> grid, long k) {
    long n = grid.size();
    vector<vector<long>> directions = {{0, 1}, {0, -1}, {1, 0}, {-1, 0}};
    vector<vector<long>> dp(n, vector<long>(n, LONG_MAX));
    vector<vector<bool>> visited(n, vector<bool>(n, false));
    priority_queue<tuple<long, long, long>, vector<tuple<long, long, long>>, greater<tuple<long, long, long>>> pq;

    dp[0][0] = grid[0][0];
    pq.push({dp[0][0], 0, 0});

    while(!pq.empty() && k > 0) {
        auto [val, i, j] = pq.top();
        pq.pop();
        if(visited[i][j]) continue;
        visited[i][j] = true;
        k--;
        for(auto &dir : directions) {
            long x = i + dir[0], y = j + dir[1];
            if(x < 0 || x >= n || y < 0 || y >= n || visited[x][y]) continue;
            dp[x][y] = min(dp[x][y], val + grid[x][y]);
            pq.push({dp[x][y], x, y});
        }
    }

    vector<long> result;
    for(long i = 0; i < n; i++) {
        for(long j = 0; j < n; j++) {
            if(visited[i][j]) result.push_back(grid[i][j]);
        }
    }

    return result;"
0,0.0,HumanEval_129_minPath,"
std::vector<long> minPath(std::vector<std::vector<long>> grid, long k) {
    long n = grid.size();
    std::vector<long> result(k);
    std::vector<std::vector<long>> directions = {{-1, 0}, {1, 0}, {0, -1}, {0, 1}};
    std::vector<std::vector<long>> dp(n, std::vector<long>(n, LONG_MAX));
    std::priority_queue<std::vector<long>, std::vector<std::vector<long>>, std::greater<std::vector<long>>> pq;

    pq.push({grid[0][0], 0, 0});
    dp[0][0] = grid[0][0];

    while (!pq.empty()) {
        auto cur = pq.top();
        pq.pop();
        long dist = cur[0], x = cur[1], y = cur[2];
        if (dist != dp[x][y]) continue;
        if (dist == k) {
            result = {grid[x][y]};
            return result;
        }
        for (auto& dir : directions) {
            long nx = x + dir[0], ny = y + dir[1];
            if (nx >= 0 && nx < n && ny >= 0 && ny < n && dist + 1 <= k && dist + 1 < dp[nx][ny]) {
                dp[nx][ny] = dist + 1;
                pq.push({dp[nx][ny], nx, ny});
            }
        }
    }

    return result;"
0,0.0,HumanEval_129_minPath,"
#include <queue>
#include <vector>
#include <cstring>

using namespace std;

typedef pair<long, long> pll;

vector<long> minPath(vector<vector<long>> grid, long k) {
    long n = grid.size();
    long dx[4] = {0, 1, 0, -1};
    long dy[4] = {1, 0, -1, 0};

    // Convert 2D grid into 1D array
    vector<long> arr;
    for (long i = 0; i < n; i++) {
        for (long j = 0; j < n; j++) {
            arr.push_back(grid[i][j]);
        }
    }

    // Initialize distance and visited array
    vector<long> dist(n * n, LONG_MAX);
    vector<bool> visited(n * n, false);

    // Dijkstra's algorithm
    priority_queue<pll, vector<pll>, greater<pll>> pq;
    pq.push({0, 0});
    dist[0] = 0;

    while (!pq.empty()) {
        auto [d, u] = pq.top();
        pq.pop();

        if (visited[u]) {
            continue;
        }
        visited[u] = true;

        for (long i = 0; i < 4; i++) {
            long x = u % n + dx[i];
            long y = u / n + dy[i];
            long v = y * n + x;

            if (x >= 0 && x < n && y >= 0 && y < n && !visited[v] && dist[u] + 1 < dist[v]) {
                dist[v] = dist[u] + 1;
                pq.push({dist[v], v});
            }
        }
    }

    // Find the minimum path of length k
    vector<long> path;
    for (long i = 0; i < k; i++) {
        long min_val = LONG_MAX;
        long min_idx = -1;
        for (long j = 0; j < n * n; j++) {
            if (dist[j] == i && arr[j] < min_val) {
                min_val = arr[j];
                min_idx = j;
            }
        }
        path.push_back(min_val);
        dist[min_idx] = LONG_MAX;
    }

    return path;"
0,0.0,HumanEval_129_minPath,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

vector<long> minPath(vector<vector<long>> grid, long k) {
    int n = grid.size();
    vector<vector<long>> dist(n, vector<long>(n, LONG_MAX));
    priority_queue<tuple<long, long, long>, vector<tuple<long, long, long>>, greater<tuple<long, long, long>>> pq;
    pq.emplace(grid[0][0], 0, 0);
    dist[0][0] = grid[0][0];
    vector<vector<int>> dir = {{0, 1}, {1, 0}, {0, -1}, {-1, 0}};
    while (!pq.empty()) {
        auto [d, x, y] = pq.top();
        pq.pop();
        if (d > dist[x][y]) continue;
        for (auto& dd : dir) {
            int nx = x + dd[0], ny = y + dd[1];
            if (nx < 0 || ny < 0 || nx >= n || ny >= n) continue;
            if (dist[nx][ny] > d + grid[nx][ny]) {
                dist[nx][ny] = d + grid[nx][ny];
                pq.emplace(dist[nx][ny], nx, ny);
            }
        }
    }
    vector<long> res;
    for (int i = 0; i < n; ++i)
        for (int j = 0; j < n; ++j)
            if (dist[i][j] <= k) res.push_back(dist[i][j]);
    sort(res.begin(), res.end());
    return res;
"
0,0.0,HumanEval_129_minPath,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

vector<long> minPath(vector<vector<long>> grid, long k) {
    long n = grid.size();
    vector<vector<long>> dp(k, vector<long>(n * n, LONG_MAX));
    vector<vector<pair<long, long>>> dirs = {{1, 0}, {-1, 0}, {0, 1}, {0, -1}};
    vector<vector<long>> index(n, vector<long>(n));
    for (long i = 0; i < n; i++)
        for (long j = 0; j < n; j++)
            index[i][j] = i * n + j;
    
    for (long i = 0; i < n; i++)
        for (long j = 0; j < n; j++)
            dp[0][index[i][j]] = grid[i][j];
    
    for (long len = 1; len < k; len++)
        for (long i = 0; i < n; i++)
            for (long j = 0; j < n; j++)
                for (auto& dir : dirs) {
                    long x = i + dir[0], y = j + dir[1];
                    if (x >= 0 && x < n && y >= 0 && y < n)
                        dp[len][index[i][j]] = min(dp[len][index[i][j]], dp[len - 1][index[x][y]] + grid[i][j]);
                }
    
    long min_val = *min_element(dp[k - 1].begin(), dp[k - 1].end());
    long min_index = find(dp[k - 1].begin(), dp[k - 1].end(), min_val) - dp[k - 1].begin();
    vector<long> result(k);
    result[k - 1] = min_val;
    for (long len = k - 1; len > 0; len--) {
        min_val -= grid[min_index / n][min_index % n];
        result[len - 1] = min_val;
        for (auto& dir : dirs) {
            long x = min_index / n + dir[0], y = min_index % n + dir[1];
            if (x >= 0 && x < n && y >= 0 && y < n && dp[len - 1][index[x][y]] == min_val) {
                min_index = index[x][y];
                break;
            }
        }
    }
    return result;"
0,0.0,HumanEval_129_minPath,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

vector<long> minPath(vector<vector<long>> grid, long k) {
    long n = grid.size();
    vector<vector<long>> dist(n, vector<long>(n, LONG_MAX));
    vector<vector<pair<long, long>>> dirs{{{0, 1}, {1, 0}}, {{0, -1}, {1, 0}}, {{-1, 0}, {0, 1}}, {{0, 1}, {-1, 0}}};
    priority_queue<tuple<long, long, long>, vector<tuple<long, long, long>>, greater<tuple<long, long, long>>> pq;
    pq.push({grid[0][0], 0, 0});
    dist[0][0] = grid[0][0];

    while (!pq.empty()) {
        auto [d, x, y] = pq.top();
        pq.pop();
        if (d > dist[x][y]) continue;
        for (auto &dir : dirs) {
            long nx = x + dir[0].first, ny = y + dir[0].second;
            if (nx < 0 || ny < 0 || nx >= n || ny >= n) continue;
            long nd = d + grid[nx][ny];
            if (nd < dist[nx][ny]) {
                dist[nx][ny] = nd;
                pq.push({nd, nx, ny});
            }
        }
    }

    vector<long> res;
    for (long i = 0; i < n; i++) {
        for (long j = 0; j < n; j++) {
            if (dist[i][j] <= k) {
                res.push_back(dist[i][j]);
            }
        }
    }
    sort(res.begin(), res.end());
    return res;"
0,0.0,HumanEval_129_minPath,"
#include<assert.h>
#include<bits/stdc++.h>
using namespace std;

vector<long> minPath(vector<vector<long>> grid, long k) {
    long n = grid.size();
    vector<vector<long>> directions = {{-1, 0}, {1, 0}, {0, -1}, {0, 1}};
    priority_queue<pair<long, pair<long, long>>, vector<pair<long, pair<long, long>>>, greater<pair<long, pair<long, long>>>> pq;
    vector<vector<long>> dist(n, vector<long>(n, LONG_MAX));
    pq.push({grid[0][0], {0, 0}});
    dist[0][0] = grid[0][0];

    while (!pq.empty()) {
        long cost = pq.top().first;
        long x = pq.top().second.first;
        long y = pq.top().second.second;
        pq.pop();

        if (cost > dist[x][y]) {
            continue;
        }

        for (auto dir : directions) {
            long newX = x + dir[0];
            long newY = y + dir[1];
            if (newX >= 0 && newX < n && newY >= 0 && newY < n) {
                long newDist = cost + grid[newX][newY];
                if (newDist < dist[newX][newY]) {
                    dist[newX][newY] = newDist;
                    pq.push({newDist, {newX, newY}});
                }
            }
        }
    }

    vector<long> result;
    for (long i = 0; i < k; i++) {
        for (long j = 0; j < k; j++) {
            result.push_back(dist[i][j]);
        }
    }
    sort(result.begin(), result.end());
    return result;
"
0,1.0,HumanEval_98_count_upper,"

long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (s[i] == toupper(s[i])) {
            count++;
        }
    }
    return count;
"
0,0.0,HumanEval_98_count_upper,"
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
            count++;
        }
    }
    return count;"
0,0.0,HumanEval_98_count_upper,"
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (isupper(s[i])) {
            switch (s[i]) {
                case 'A':
                case 'E':
                case 'I':
                case 'O':
                case 'U':
                    count++;
            }
        }
    }
    return count;"
1,1.0,HumanEval_98_count_upper,"
long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
            count++;
        }
    }
    return count;
"
0,0.0,HumanEval_98_count_upper,"
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (isupper(s[i])) {
            if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
                count++;
            }
        }
    }
    return count;
"
1,1.0,HumanEval_98_count_upper,"

long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
            count++;
        }
    }
    return count;"
1,1.0,HumanEval_98_count_upper,"
long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.size(); i += 2) {
        if (s[i] == toupper(s[i])) {
            if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
                count++;
            }
        }
    }
    return count;
"
0,1.0,HumanEval_98_count_upper,"

long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.size(); i += 2) {
        if (s[i] == toupper(s[i])) {
            count++;
        }
    }
    return count;
"
1,1.0,HumanEval_98_count_upper,"
long count_upper(std::string s) {
    long count = 0;
    for (int i = 0; i < s.length(); i += 2) {
        if (s[i] == 'A' || s[i] == 'E' || s[i] == 'I' || s[i] == 'O' || s[i] == 'U') {
            count++;
        }
    }
    return count;"
